Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
1,1094,21.356,23.664,0,13.657,1.703,3.478,7.749,18.397,1.000
1,1095,21.342,23.719,0,13.336,1.701,3.470,7.725,18.325,1.000
1,1096,21.376,23.652,0,13.670,1.695,3.448,7.656,18.118,1.000
1,1097,21.483,23.748,0,13.759,1.698,3.459,7.689,18.215,1.000
1,1098,21.451,23.694,0,12.743,1.697,3.456,7.686,18.219,1.000
1,1099,21.401,23.675,0,12.990,1.697,3.452,7.667,18.146,1.000
1,1100,21.406,23.686,0,12.510,1.695,3.447,7.657,18.127,1.000
1,1101,21.406,23.723,0,14.056,1.691,3.433,7.608,17.976,1.000
1,1102,21.437,23.694,0,14.084,1.681,3.397,7.500,17.660,0.500
1,1103,21.442,23.651,0,13.567,1.678,3.384,7.457,17.529,0.500
1,1104,20.685,22.546,0,9.207,1.737,3.611,8.180,19.704,0.250
1,1105,21.267,23.515,0,12.065,1.709,3.498,7.811,18.574,0.500
1,1106,21.255,23.840,0,14.873,1.747,3.635,8.233,19.813,1.000
1,1107,20.749,23.833,0,14.626,1.762,3.689,8.402,20.318,1.000
1,1108,20.813,23.785,0,11.799,1.685,3.411,7.548,17.808,1.000
1,1109,21.408,23.710,0,14.418,1.712,3.505,7.829,18.616,1.000
1,1110,21.557,23.660,0,13.420,1.681,3.398,7.504,17.674,0.500
1,1111,21.356,24.282,0,11.469,1.691,3.432,7.606,17.963,1.000
1,1112,21.433,24.466,0,9.220,1.677,3.381,7.452,17.523,1.000
1,1113,21.372,24.318,0,12.304,1.695,3.443,7.632,18.026,1.000
1,1114,21.461,24.363,0,11.357,1.693,3.439,7.627,18.029,1.000
1,1115,21.517,24.360,0,11.703,1.692,3.436,7.617,17.996,1.000
1,1116,21.506,24.354,0,11.333,1.706,3.487,7.777,18.474,1.000
1,1117,21.480,24.340,0,11.542,1.698,3.456,7.676,18.162,1.000
1,1118,21.489,24.381,0,11.804,1.699,3.461,7.693,18.218,1.000
1,1119,21.485,24.392,0,11.969,1.697,3.454,7.671,18.153,1.000
1,1120,21.453,24.281,0,11.541,1.700,3.466,7.713,18.286,1.000
1,1121,21.435,24.233,0,11.988,1.696,3.452,7.669,18.155,1.000
1,1122,21.283,23.862,0,11.937,1.697,3.459,7.700,18.276,1.000
1,1123,21.358,23.891,0,11.368,1.692,3.444,7.658,18.159,1.000
1,1124,21.381,24.338,0,12.440,1.691,3.431,7.604,17.957,1.000
1,1125,21.229,24.360,0,13.312,1.701,3.469,7.717,18.285,1.000
1,1126,21.327,24.412,0,12.342,1.699,3.460,7.692,18.214,1.000
1,1127,21.267,24.407,0,12.427,1.685,3.413,7.550,17.807,1.000
1,1128,21.251,24.431,0,11.623,1.695,3.448,7.654,18.104,1.000
1,1129,21.207,24.410,0,12.343,1.693,3.439,7.632,18.048,1.000
1,1130,21.449,24.431,0,12.580,1.690,3.429,7.598,17.948,1.000
1,1131,21.456,24.355,0,12.175,1.696,3.450,7.659,18.115,1.000
1,1132,21.507,24.389,0,12.749,1.694,3.443,7.638,18.057,1.000
1,1133,21.488,24.431,0,12.645,1.691,3.434,7.610,17.975,1.000
1,1134,21.494,24.346,0,12.890,1.695,3.447,7.654,18.113,1.000
1,1135,21.505,24.373,0,12.488,1.684,3.409,7.534,17.757,1.000
1,1136,21.551,24.409,0,12.812,1.691,3.432,7.609,17.980,1.000
1,1137,21.330,24.500,0,11.990,1.677,3.383,7.454,17.519,1.000
1,1138,21.285,24.438,0,12.667,1.685,3.413,7.548,17.798,1.000
1,1139,21.240,24.384,0,12.195,1.697,3.453,7.669,18.147,1.000
1,1140,21.176,24.417,0,11.642,1.705,3.481,7.756,18.399,1.000
1,1141,21.281,24.444,0,11.621,1.696,3.452,7.668,18.149,1.000
1,1142,21.204,24.426,0,11.798,1.701,3.469,7.718,18.288,1.000
1,1143,21.220,24.451,0,12.366,1.688,3.422,7.574,17.870,1.000
1,1144,21.147,24.477,0,12.252,1.693,3.440,7.631,18.043,1.000
1,1145,21.253,24.349,0,13.182,1.697,3.455,7.674,18.160,1.000
1,1146,21.353,24.353,0,10.885,1.705,3.483,7.764,18.432,1.000
1,1147,21.227,24.462,0,11.107,1.713,3.512,7.852,18.692,1.000
1,1148,21.225,24.292,0,12.896,1.697,3.451,7.659,18.108,0.500
1,1149,20.811,24.384,0,13.213,1.712,3.508,7.844,18.674,1.000
1,1150,20.824,24.417,0,12.104,1.712,3.512,7.859,18.728,1.000
1,1151,21.301,24.440,0,12.785,1.693,3.438,7.626,18.025,0.500
1,1152,21.222,24.476,0,12.594,1.693,3.440,7.629,18.026,1.000
1,1153,21.228,24.348,0,10.890,1.702,3.471,7.726,18.322,1.000
1,1154,21.224,23.845,0,11.588,1.690,3.434,7.619,18.027,1.000
1,1155,21.263,24.385,0,12.477,1.702,3.472,7.727,18.314,1.000
1,1156,21.273,24.357,0,12.449,1.702,3.472,7.726,18.314,1.000
1,1157,21.223,24.424,0,13.335,1.694,3.444,7.645,18.084,1.000
1,1158,21.235,24.497,0,12.769,1.709,3.495,7.799,18.530,1.000
1,1159,21.220,24.467,0,11.724,1.714,3.514,7.860,18.713,1.000
1,1160,21.218,24.497,0,12.521,1.693,3.442,7.637,18.059,1.000
1,1161,21.394,24.386,0,12.360,1.685,3.410,7.540,17.778,1.000
1,1162,21.369,24.380,0,11.891,1.699,3.462,7.697,18.231,1.000
1,1163,21.418,24.391,0,13.092,1.686,3.417,7.560,17.835,1.000
1,1164,21.412,24.334,0,12.212,1.692,3.437,7.623,18.016,1.000
1,1165,21.431,24.276,0,11.811,1.694,3.445,7.652,18.116,1.000
1,1166,21.314,24.401,0,13.253,1.703,3.475,7.735,18.336,1.000
1,1167,21.267,24.434,0,12.408,1.691,3.434,7.613,17.993,1.000
1,1168,21.255,24.508,0,11.936,1.690,3.431,7.604,17.964,1.000
1,1169,21.342,24.354,0,12.405,1.694,3.442,7.632,18.028,1.000
1,1170,21.188,24.479,0,12.504,1.699,3.462,7.701,18.256,1.000
1,1171,21.309,24.435,0,12.403,1.711,3.505,7.832,18.634,1.000
1,1172,21.275,24.485,0,12.322,1.697,3.455,7.678,18.178,1.000
1,1173,21.452,24.494,0,13.995,1.711,3.502,7.819,18.586,1.000
1,1174,21.558,24.393,0,11.745,1.689,3.426,7.585,17.901,1.000
1,1175,21.369,24.350,0,11.965,1.707,3.491,7.790,18.511,1.000
1,1176,21.359,24.296,0,12.792,1.695,3.448,7.652,18.092,1.000
1,1177,21.433,24.350,0,12.563,1.698,3.455,7.676,18.169,1.000
1,1178,21.306,24.328,0,11.375,1.699,3.460,7.688,18.197,1.000
1,1179,21.234,24.304,0,11.404,1.692,3.435,7.613,17.987,1.000
1,1180,21.354,24.450,0,11.405,1.699,3.462,7.700,18.246,1.000
1,1181,21.358,24.376,0,12.289,1.702,3.469,7.714,18.269,1.000
1,1182,21.488,24.461,0,13.182,1.679,3.390,7.477,17.589,1.000
1,1183,21.648,24.566,0,14.287,1.715,3.518,7.870,18.740,1.000
1,1184,21.506,24.491,0,14.301,1.698,3.457,7.681,18.180,1.000
1,1185,21.524,24.462,0,13.154,1.702,3.471,7.722,18.295,1.000
1,1186,21.559,24.479,0,12.566,1.686,3.415,7.554,17.810,1.000
1,1187,21.567,24.534,0,12.957,1.687,3.418,7.565,17.848,1.000
1,1188,21.527,24.479,0,13.031,1.692,3.435,7.615,17.991,1.000
1,1189,21.520,24.457,0,12.438,1.684,3.405,7.522,17.716,1.000
1,1190,21.561,24.508,0,13.079,1.682,3.400,7.507,17.680,1.000
1,1191,21.570,24.423,0,13.083,1.690,3.427,7.587,17.906,1.000
1,1192,21.559,24.494,0,13.058,1.695,3.447,7.648,18.081,1.000
1,1193,21.641,24.562,0,13.539,1.696,3.447,7.650,18.090,1.000
1,1194,21.538,24.535,0,13.249,1.694,3.443,7.639,18.065,1.000
1,1195,21.476,24.598,0,11.867,1.686,3.415,7.555,17.816,1.000
1,1196,21.571,24.576,0,12.557,1.694,3.443,7.636,18.049,1.000
1,1197,21.543,24.458,0,13.059,1.688,3.422,7.573,17.865,1.000
1,1198,21.400,24.484,0,12.491,1.694,3.443,7.637,18.051,1.000
1,1199,21.607,24.425,0,13.493,1.691,3.433,7.610,17.980,1.000
1,1200,21.374,24.381,0,12.332,1.706,3.487,7.772,18.446,1.000
1,1201,21.446,24.466,0,14.207,1.717,3.524,7.887,18.784,1.000
1,1202,21.490,24.424,0,11.962,1.716,3.521,7.875,18.746,1.000
1,1203,21.397,24.359,0,13.206,1.706,3.487,7.775,18.459,1.000
1,1204,21.400,24.377,0,12.670,1.701,3.468,7.717,18.292,1.000
1,1205,21.468,24.349,0,14.746,1.733,3.582,8.059,19.275,1.000
1,1206,21.643,24.312,0,13.122,1.705,3.481,7.755,18.392,0.500
1,1207,21.456,24.451,0,14.227,1.738,3.601,8.124,19.481,0.500
1,1208,21.476,24.300,0,13.549,1.723,3.546,7.954,18.980,1.000
1,1209,21.551,23.824,0,13.894,1.722,3.546,7.959,19.009,1.000
1,1210,21.674,24.356,0,12.853,1.721,3.541,7.941,18.948,1.000
1,1211,21.584,24.361,0,12.858,1.713,3.514,7.859,18.713,1.000
1,1212,21.624,24.411,0,12.429,1.712,3.508,7.841,18.656,1.000
1,1213,21.670,24.548,0,11.320,1.713,3.515,7.869,18.757,1.000
1,1214,21.594,24.567,0,14.080,1.721,3.538,7.928,18.901,1.000
1,1215,21.463,24.519,0,14.581,1.724,3.550,7.967,19.019,1.000
1,1216,21.451,24.568,0,14.708,1.724,3.548,7.956,18.980,1.000
1,1217,21.548,24.571,0,14.578,1.720,3.535,7.917,18.867,1.000
1,1218,21.483,24.574,0,15.318,1.779,3.742,8.541,20.666,1.000
1,1219,21.396,24.819,0,13.425,1.704,3.479,7.750,18.387,1.000
1,1220,21.556,24.549,0,14.980,1.753,3.651,8.267,19.875,1.000
1,1221,21.573,24.627,0,15.460,1.772,3.716,8.463,20.444,1.000
1,1222,21.520,24.461,0,15.052,1.741,3.607,8.133,19.487,1.000
1,1223,21.528,24.500,0,14.747,1.731,3.571,8.026,19.177,1.000
1,1224,21.483,24.492,0,13.677,1.709,3.498,7.807,18.549,1.000
1,1225,21.695,24.420,0,12.862,1.709,3.495,7.793,18.500,1.000
1,1226,21.675,24.577,0,14.125,1.739,3.601,8.117,19.445,1.000
1,1227,21.771,24.371,0,12.477,1.702,3.474,7.737,18.354,1.000
1,1228,21.545,24.425,0,12.238,1.685,3.409,7.532,17.744,1.000
1,1229,21.578,24.437,0,12.839,1.687,3.418,7.564,17.847,1.000
1,1230,21.510,24.411,0,12.340,1.691,3.433,7.608,17.973,1.000
1,1231,21.502,24.436,0,11.808,1.684,3.410,7.539,17.774,1.000
1,1232,21.499,24.404,0,12.874,1.688,3.422,7.573,17.867,1.000
1,1233,21.619,24.518,0,11.799,1.688,3.420,7.564,17.828,1.000
1,1234,21.490,24.491,0,12.038,1.678,3.386,7.462,17.541,0.500
1,1235,21.525,24.461,0,13.175,1.681,3.397,7.495,17.634,0.500
1,1236,21.598,24.354,0,12.964,1.696,3.449,7.654,18.098,1.000
1,1237,21.483,24.372,0,11.663,1.696,3.448,7.653,18.099,1.000
1,1238,21.489,24.437,0,10.332,1.701,3.470,7.726,18.332,1.000
1,1239,21.573,23.736,0,14.053,1.813,3.864,8.922,21.799,1.000
1,1240,21.604,24.463,0,12.743,1.686,3.415,7.556,17.824,1.000
1,1241,21.592,24.439,0,13.041,1.690,3.428,7.594,17.933,1.000
1,1242,21.548,24.469,0,13.763,1.698,3.457,7.679,18.176,1.000
1,1243,21.501,24.547,0,14.006,1.711,3.505,7.829,18.621,1.000
1,1244,21.477,24.465,0,14.656,1.739,3.602,8.120,19.456,1.000
1,1245,21.466,24.428,0,13.850,1.705,3.481,7.755,18.398,1.000
1,1246,21.479,24.358,0,14.539,1.734,3.586,8.074,19.324,0.500
1,1247,21.251,23.872,0,12.971,1.681,3.397,7.497,17.644,1.000
1,1248,21.500,24.471,0,14.401,1.723,3.544,7.946,18.949,1.000
1,1249,21.522,24.558,0,13.273,1.692,3.437,7.620,18.005,1.000
1,1250,21.556,24.526,0,13.644,1.697,3.453,7.671,18.155,1.000
1,1251,21.524,24.601,0,13.503,1.707,3.490,7.782,18.477,1.000
1,1252,21.502,24.576,0,13.715,1.701,3.468,7.713,18.271,1.000
1,1253,21.544,24.555,0,13.371,1.695,3.446,7.651,18.102,1.000
1,1254,21.505,24.574,0,13.952,1.697,3.453,7.668,18.142,1.000
1,1255,21.452,24.560,0,13.360,1.693,3.441,7.635,18.055,1.000
1,1256,21.443,24.667,0,12.265,1.679,3.392,7.483,17.607,1.000
1,1257,21.435,24.683,0,12.453,1.694,3.443,7.638,18.057,1.000
1,1258,21.445,24.532,0,11.714,1.682,3.401,7.513,17.700,1.000
1,1259,21.412,24.702,0,12.329,1.691,3.432,7.607,17.973,1.000
1,1260,21.429,24.644,0,12.782,1.698,3.457,7.683,18.193,1.000
1,1261,21.468,24.720,0,13.353,1.689,3.425,7.583,17.898,1.000
1,1262,21.495,24.604,0,13.851,1.693,3.436,7.614,17.980,1.000
1,1263,21.554,24.546,0,12.395,1.679,3.389,7.475,17.591,1.000
1,1264,21.490,24.536,0,13.416,1.695,3.449,7.659,18.124,1.000
1,1265,21.544,24.537,0,14.487,1.718,3.527,7.893,18.798,1.000
1,1266,21.530,24.528,0,12.567,1.679,3.388,7.472,17.578,1.000
1,1267,21.477,24.520,0,13.730,1.695,3.446,7.649,18.094,1.000
1,1268,21.561,24.598,0,13.152,1.690,3.431,7.606,17.978,1.000
1,1269,21.450,24.615,0,13.768,1.691,3.433,7.610,17.982,1.000
1,1270,21.506,24.624,0,13.973,1.693,3.440,7.630,18.030,1.000
1,1271,21.507,24.474,0,13.197,1.690,3.429,7.596,17.935,1.000
1,1272,21.515,24.515,0,12.829,1.685,3.411,7.543,17.789,1.000
1,1273,21.537,24.537,0,13.996,1.704,3.476,7.737,18.342,1.000
1,1274,21.529,24.554,0,14.307,1.706,3.486,7.768,18.436,1.000
1,1275,21.447,24.471,0,14.022,1.699,3.461,7.695,18.224,1.000
1,1276,21.631,24.455,0,13.592,1.697,3.454,7.669,18.143,1.000
1,1277,21.537,24.435,0,13.818,1.698,3.458,7.686,18.201,1.000
1,1278,21.563,24.549,0,14.849,1.725,3.554,7.973,19.029,1.000
1,1279,21.609,24.460,0,13.530,1.696,3.451,7.665,18.145,1.000
1,1280,21.554,24.479,0,15.897,1.796,3.798,8.707,21.133,1.000
1,1281,21.583,24.413,0,13.217,1.693,3.439,7.627,18.029,1.000
1,1282,21.563,24.447,0,13.554,1.694,3.444,7.643,18.077,1.000
1,1283,21.540,24.397,0,13.151,1.705,3.482,7.760,18.421,1.000
1,1284,21.399,24.680,0,11.450,1.698,3.457,7.683,18.198,0.500
1,1285,21.469,24.629,0,13.238,1.688,3.419,7.565,17.843,1.000
1,1286,21.400,24.560,0,12.240,1.680,3.392,7.486,17.619,1.000
1,1287,21.325,24.481,0,12.331,1.688,3.421,7.570,17.854,1.000
1,1288,21.210,24.448,0,9.744,1.709,3.497,7.802,18.531,0.500
1,1289,21.317,24.472,0,13.657,1.704,3.478,7.741,18.346,0.500
1,1290,21.548,23.846,0,13.174,1.699,3.463,7.707,18.275,0.500
1,1291,21.694,24.481,0,10.848,1.687,3.425,7.606,18.028,0.333
1,1292,21.528,24.717,0,12.576,1.699,3.462,7.701,18.258,1.000
1,1293,21.441,24.552,0,12.776,1.689,3.427,7.591,17.926,1.000
1,1294,21.328,24.587,0,12.836,1.695,3.448,7.658,18.125,1.000
1,1295,21.598,24.440,0,14.000,1.698,3.456,7.677,18.174,1.000
1,1296,21.646,24.322,0,13.487,1.681,3.395,7.493,17.635,1.000
1,1297,21.714,24.664,0,13.383,1.708,3.493,7.795,18.528,1.000
1,1298,21.431,24.495,0,11.414,1.675,3.376,7.432,17.456,1.000
1,1299,20.767,23.710,0,13.591,1.852,4.016,9.407,23.272,0.500
1,1300,21.374,24.591,0,12.615,1.656,3.308,7.226,16.854,1.000
1,1301,21.757,24.499,0,13.543,1.686,3.417,7.570,17.892,1.000
1,1302,21.173,24.114,0,10.903,1.626,3.204,6.913,15.943,0.500
1,1303,21.222,24.534,0,13.104,1.696,3.448,7.653,18.101,0.500
1,1304,20.574,24.473,0,14.709,1.730,3.570,8.024,19.179,1.000
1,1305,21.277,24.490,0,13.306,1.700,3.465,7.709,18.269,1.000
1,1306,21.375,24.301,0,13.056,1.686,3.416,7.558,17.827,1.000
1,1307,21.216,23.881,0,12.695,1.697,3.463,7.725,18.376,1.000
1,1308,21.240,24.480,0,13.427,1.705,3.483,7.763,18.428,1.000
1,1309,21.234,24.407,0,12.143,1.688,3.422,7.575,17.873,1.000
1,1310,21.229,24.351,0,12.635,1.687,3.418,7.560,17.821,1.000
1,1311,21.443,24.375,0,12.642,1.693,3.440,7.631,18.045,1.000
1,1312,20.788,23.816,0,11.810,1.690,3.432,7.610,17.994,0.500
1,1313,21.253,24.438,0,13.003,1.704,3.478,7.744,18.365,1.000
1,1314,20.808,24.386,0,13.066,1.710,3.504,7.832,18.642,1.000
1,1315,21.268,24.371,0,12.914,1.697,3.454,7.676,18.177,1.000
1,1316,21.323,24.458,0,12.963,1.703,3.473,7.729,18.315,1.000
1,1317,21.213,24.347,0,12.404,1.697,3.455,7.677,18.179,1.000
1,1318,21.273,24.406,0,12.375,1.696,3.449,7.658,18.116,1.000
1,1319,21.190,24.317,0,12.944,1.705,3.482,7.759,18.414,1.000
1,1320,21.157,24.443,0,13.149,1.706,3.487,7.774,18.450,1.000
1,1321,21.302,24.501,0,13.387,1.697,3.452,7.665,18.135,1.000
1,1322,21.304,24.439,0,12.054,1.694,3.444,7.641,18.064,1.000
1,1323,21.250,24.410,0,12.856,1.692,3.434,7.609,17.965,1.000
1,1324,21.361,24.528,0,13.149,1.685,3.412,7.549,17.808,1.000
1,1325,21.252,24.542,0,12.705,1.686,3.415,7.551,17.801,1.000
1,1326,21.303,24.448,0,12.743,1.686,3.415,7.555,17.817,1.000
1,1327,21.338,24.554,0,12.659,1.689,3.427,7.594,17.944,1.000
1,1328,21.324,24.453,0,12.018,1.708,3.494,7.798,18.529,1.000
1,1329,21.413,24.490,0,12.787,1.677,3.385,7.467,17.570,1.000
1,1330,21.380,24.522,0,12.995,1.694,3.442,7.636,18.053,1.000
1,1331,21.271,24.480,0,12.991,1.689,3.425,7.584,17.907,1.000
1,1332,21.232,24.436,0,12.545,1.683,3.406,7.530,17.754,1.000
1,1333,21.236,24.389,0,11.722,1.685,3.413,7.554,17.828,1.000
1,1334,21.286,24.414,0,13.480,1.683,3.404,7.520,17.713,0.500
1,1335,21.162,24.536,0,12.588,1.698,3.459,7.690,18.221,1.000
1,1336,21.242,24.601,0,11.895,1.698,3.458,7.688,18.208,1.000
1,1337,21.189,24.434,0,12.647,1.691,3.433,7.609,17.976,1.000
1,1338,21.233,24.657,0,13.011,1.712,3.507,7.838,18.648,1.000
1,1339,21.366,24.460,0,12.892,1.695,3.447,7.655,18.119,1.000
1,1340,21.301,24.507,0,12.287,1.696,3.453,7.671,18.164,1.000
1,1341,21.269,24.487,0,12.686,1.693,3.440,7.632,18.048,1.000
1,1342,21.476,24.281,0,12.562,1.715,3.520,7.876,18.760,1.000
1,1343,20.812,24.506,0,12.466,1.700,3.468,7.723,18.327,1.000
1,1344,21.327,24.544,0,13.287,1.701,3.472,7.733,18.348,1.000
1,1345,21.166,24.527,0,11.173,1.701,3.471,7.729,18.338,0.500
1,1346,20.827,24.309,0,13.014,1.723,3.551,7.984,19.102,1.000
1,1347,21.305,24.644,0,12.251,1.698,3.457,7.684,18.200,1.000
1,1348,21.492,24.529,0,13.096,1.690,3.428,7.591,17.918,1.000
1,1349,21.346,24.449,0,14.007,1.696,3.448,7.654,18.099,0.500
1,1350,21.413,24.531,0,12.683,1.708,3.495,7.798,18.530,1.000
1,1351,21.302,24.473,0,12.576,1.686,3.415,7.558,17.835,1.000
1,1352,21.325,24.556,0,12.758,1.686,3.415,7.556,17.825,1.000
1,1353,21.404,24.480,0,11.647,1.711,3.503,7.822,18.599,1.000
1,1354,21.239,24.412,0,13.053,1.701,3.468,7.714,18.275,1.000
1,1355,21.287,24.418,0,12.656,1.696,3.448,7.654,18.100,1.000
1,1356,21.302,24.450,0,12.638,1.696,3.451,7.665,18.139,1.000
1,1357,21.233,24.465,0,12.596,1.694,3.442,7.639,18.068,1.000
1,1358,21.311,24.398,0,12.380,1.689,3.427,7.590,17.918,1.000
1,1359,21.254,24.511,0,12.565,1.700,3.465,7.708,18.267,1.000
1,1360,21.364,24.442,0,12.634,1.698,3.457,7.684,18.199,1.000
1,1361,20.818,24.370,0,12.577,1.715,3.519,7.876,18.764,1.000
1,1362,21.376,24.472,0,13.008,1.691,3.436,7.622,18.023,1.000
1,1363,21.301,24.486,0,12.117,1.694,3.442,7.637,18.060,1.000
1,1364,21.394,24.513,0,11.854,1.691,3.431,7.605,17.966,1.000
1,1365,21.378,24.434,0,11.934,1.690,3.431,7.605,17.969,1.000
1,1366,21.457,24.517,0,12.961,1.692,3.439,7.630,18.046,1.000
1,1367,21.389,24.505,0,13.297,1.688,3.419,7.565,17.844,1.000
1,1368,21.412,24.533,0,12.979,1.697,3.454,7.676,18.175,1.000
1,1369,21.437,24.572,0,13.142,1.693,3.443,7.643,18.086,1.000
1,1370,21.418,24.560,0,12.903,1.702,3.473,7.735,18.348,1.000
1,1371,21.427,24.559,0,12.920,1.691,3.433,7.614,17.999,1.000
1,1372,21.456,24.543,0,13.035,1.688,3.424,7.585,17.915,1.000
1,1373,21.450,24.554,0,12.762,1.685,3.410,7.537,17.762,1.000
1,1374,21.391,24.534,0,11.810,1.698,3.460,7.692,18.220,1.000
1,1375,21.378,24.600,0,12.174,1.692,3.435,7.616,17.999,1.000
1,1376,21.443,24.462,0,12.739,1.691,3.433,7.609,17.978,1.000
1,1377,21.554,24.521,0,12.705,1.693,3.439,7.624,18.018,1.000
1,1378,21.470,24.487,0,13.099,1.678,3.388,7.474,17.591,1.000
1,1379,21.476,24.461,0,12.483,1.693,3.439,7.629,18.039,1.000
1,1380,21.477,24.516,0,13.150,1.696,3.449,7.658,18.117,1.000
1,1381,21.404,24.703,0,13.334,1.694,3.443,7.642,18.079,1.000
1,1382,21.322,24.680,0,14.676,1.737,3.597,8.108,19.431,1.000
1,1383,21.583,24.577,0,13.117,1.695,3.445,7.647,18.086,1.000
1,1384,21.516,24.658,0,12.812,1.691,3.434,7.614,17.995,1.000
1,1385,21.442,24.696,0,13.954,1.705,3.482,7.759,18.416,1.000
1,1386,21.607,24.623,0,13.416,1.693,3.441,7.634,18.053,1.000
1,1387,21.534,24.560,0,13.483,1.698,3.457,7.684,18.200,1.000
1,1388,21.436,24.630,0,13.617,1.693,3.441,7.632,18.043,1.000
1,1389,21.495,24.614,0,13.724,1.694,3.443,7.641,18.073,1.000
1,1390,21.442,24.663,0,13.283,1.696,3.451,7.669,18.165,1.000
1,1391,21.502,24.687,0,13.282,1.692,3.434,7.611,17.981,1.000
1,1392,21.528,24.674,0,12.935,1.689,3.425,7.587,17.912,1.000
1,1393,21.476,24.639,0,14.119,1.695,3.448,7.660,18.139,1.000
1,1394,21.594,24.647,0,12.789,1.691,3.434,7.614,17.997,1.000
1,1395,21.287,24.634,0,13.969,1.700,3.463,7.703,18.253,1.000
1,1396,21.404,24.715,0,13.571,1.699,3.463,7.702,18.250,1.000
1,1397,21.360,24.673,0,14.052,1.699,3.459,7.690,18.216,1.000
1,1398,21.380,24.642,0,13.423,1.693,3.440,7.632,18.049,1.000
1,1399,21.537,24.615,0,13.658,1.689,3.427,7.593,17.934,1.000
1,1400,21.236,24.617,0,14.288,1.711,3.501,7.815,18.572,1.000
1,1401,21.618,24.596,0,13.486,1.696,3.453,7.674,18.173,1.000
1,1402,21.206,24.428,0,13.511,1.709,3.494,7.794,18.509,1.000
1,1403,20.817,24.461,0,14.099,1.720,3.537,7.927,18.908,1.000
1,1404,20.486,24.759,0,15.644,1.852,3.997,9.313,22.898,1.000
1,1405,21.208,24.593,0,13.246,1.699,3.461,7.696,18.236,1.000
1,1406,21.200,24.475,0,14.455,1.731,3.575,8.041,19.235,1.000
1,1407,21.169,24.568,0,13.940,1.714,3.514,7.854,18.686,1.000
1,1408,20.783,24.370,0,12.943,1.709,3.497,7.807,18.561,1.000
1,1409,20.750,24.399,0,13.832,1.712,3.506,7.831,18.623,1.000
1,1410,20.636,24.552,0,15.620,1.779,3.742,8.539,20.657,1.000
1,1411,20.633,24.526,0,15.096,1.742,3.611,8.147,19.532,1.000
1,1412,21.146,24.515,0,13.938,1.718,3.530,7.906,18.839,1.000
1,1413,21.139,24.468,0,13.237,1.700,3.466,7.714,18.290,1.000
1,1414,21.158,24.464,0,12.960,1.693,3.440,7.634,18.056,1.000
1,1415,20.749,24.495,0,14.581,1.734,3.587,8.077,19.339,1.000
1,1416,20.708,24.449,0,14.887,1.741,3.609,8.146,19.538,1.000
1,1417,20.761,24.436,0,13.888,1.721,3.539,7.935,18.930,1.000
1,1418,20.664,24.484,0,14.231,1.720,3.536,7.922,18.888,1.000
1,1419,20.646,24.445,0,15.605,1.770,3.711,8.447,20.393,0.500
1,1420,20.799,24.551,0,14.737,1.744,3.618,8.170,19.601,1.000
1,1421,21.231,24.378,0,13.467,1.701,3.469,7.719,18.295,1.000
1,1422,20.678,24.488,0,15.037,1.748,3.634,8.216,19.731,1.000
1,1423,20.749,24.460,0,15.075,1.758,3.668,8.318,20.022,1.000
1,1424,21.650,24.383,0,13.972,1.702,3.474,7.738,18.362,1.000
1,1425,21.592,24.523,0,13.987,1.707,3.489,7.778,18.467,1.000
1,1426,21.742,24.411,0,13.959,1.711,3.504,7.826,18.607,1.000
1,1427,21.725,24.424,0,13.517,1.707,3.490,7.785,18.491,1.000
1,1428,21.761,24.417,0,14.782,1.748,3.632,8.211,19.717,1.000
1,1429,21.664,24.407,0,14.447,1.725,3.551,7.968,19.017,1.000
1,1430,21.685,24.319,0,14.537,1.734,3.585,8.071,19.321,1.000
1,1431,21.231,24.363,0,13.089,1.712,3.507,7.832,18.621,1.000
1,1432,21.158,24.472,0,13.578,1.712,3.507,7.834,18.633,1.000
1,1433,21.725,24.620,0,13.526,1.704,3.479,7.752,18.399,1.000
1,1434,21.659,24.652,0,13.615,1.702,3.472,7.730,18.336,1.000
1,1435,21.641,24.620,0,13.345,1.703,3.476,7.740,18.355,1.000
1,1436,21.711,24.532,0,13.568,1.698,3.458,7.688,18.212,1.000
1,1437,21.605,24.544,0,13.523,1.693,3.441,7.634,18.052,1.000
1,1438,21.673,24.574,0,14.195,1.711,3.505,7.830,18.629,1.000
1,1439,21.689,24.703,0,13.145,1.687,3.422,7.581,17.912,1.000
1,1440,21.615,24.702,0,12.391,1.689,3.426,7.591,17.931,1.000
1,1441,21.742,24.723,0,12.878,1.683,3.407,7.532,17.765,1.000
1,1442,21.665,24.745,0,12.980,1.695,3.449,7.660,18.131,1.000
1,1443,21.665,24.688,0,12.738,1.690,3.429,7.602,17.965,1.000
1,1444,21.614,24.747,0,12.865,1.693,3.441,7.635,18.062,1.000
1,1445,21.582,24.767,0,11.920,1.694,3.443,7.639,18.067,1.000
1,1446,21.808,24.532,0,13.817,1.716,3.526,7.901,18.849,1.000
1,1447,21.651,24.434,0,14.322,1.725,3.552,7.968,19.008,1.000
1,1448,21.611,24.436,0,14.589,1.717,3.524,7.885,18.776,1.000
1,1449,21.508,24.617,0,13.712,1.706,3.486,7.773,18.463,1.000
1,1450,21.726,24.636,0,13.706,1.708,3.492,7.787,18.492,1.000
1,1451,21.696,24.604,0,12.721,1.685,3.412,7.549,17.807,1.000
